id;co2_ppm;tvoc_ppm;bmp280_temperature;bmp280_pressure;mlx_object_temperature;mlx_ambient_temperature;humidity_dht;temperature_dht;pir_uptime;timestamp;human_count;ventilation_on;door_closed
1572;405.0;0.0;26.94;100326.27;22.01;25.51;37.0;22.7;5.62;2025-08-22 10:15:00;0;1;1
1573;400.0;0.0;27.01;100330.39;21.77;25.57;37.0;22.5;0.0;2025-08-22 10:15:10;0;1;1
1574;400.0;0.0;27.07;100329.73;21.67;25.65;37.0;22.5;0.0;2025-08-22 10:15:21;0;1;1
1575;400.0;0.0;27.13;100326.08;21.77;25.65;37.0;22.5;0.0;2025-08-22 10:15:30;0;1;1
1576;406.0;0.0;27.19;100325.98;21.73;25.73;37.0;22.5;0.0;2025-08-22 10:15:40;0;1;1
1577;400.0;0.0;27.25;100325.89;21.77;25.79;37.0;22.5;0.0;2025-08-22 10:15:50;0;1;1
1578;408.0;1.0;27.31;100326.56;21.83;25.87;37.0;22.4;0.0;2025-08-22 10:16:00;0;1;1
1579;400.0;0.0;27.36;100327.5;21.79;25.97;36.0;22.3;0.0;2025-08-22 10:16:12;0;1;1
1580;400.0;0.0;27.4;100325.0;21.71;26.01;36.0;22.3;0.0;2025-08-22 10:16:21;0;1;1
1581;405.0;0.0;27.43;100319.59;21.67;26.07;37.0;22.5;0.0;2025-08-22 10:16:31;0;1;1
1582;400.0;0.0;27.49;100322.73;21.63;26.15;37.0;22.3;0.0;2025-08-22 10:16:41;0;1;1
1583;402.0;0.0;27.53;100312.27;21.77;26.19;36.0;22.3;0.0;2025-08-22 10:16:53;0;1;1
1584;408.0;1.0;27.57;100321.8;22.29;26.21;37.0;22.2;8.11;2025-08-22 10:17:01;2;1;1
1585;408.0;1.0;27.61;100321.93;22.37;26.27;37.0;22.3;8.37;2025-08-22 10:17:11;2;1;1
1586;409.0;1.0;27.66;100323.43;22.37;26.35;37.0;22.3;7.82;2025-08-22 10:17:21;2;1;1
1587;414.0;2.0;27.69;100320.05;22.23;26.41;37.0;22.3;9.32;2025-08-22 10:17:31;2;1;1
1588;421.0;3.0;27.72;100319.31;22.23;26.41;37.0;22.2;9.34;2025-08-22 10:17:41;2;1;1
1589;422.0;3.0;27.76;100319.44;22.19;26.47;37.0;22.2;8.4;2025-08-22 10:17:51;2;1;1
1590;448.0;7.0;27.7;100322.33;22.11;26.49;37.0;22.1;7.5;2025-08-22 10:18:01;2;1;1
1591;441.0;6.0;27.71;100320.42;22.19;26.47;38.0;22.2;5.43;2025-08-22 10:18:11;2;1;1
1592;436.0;5.0;27.77;100322.31;22.11;26.47;38.0;22.1;8.03;2025-08-22 10:18:21;2;1;1
1593;460.0;9.0;27.76;100321.55;22.17;26.47;38.0;22.3;7.3;2025-08-22 10:18:31;2;1;1
1594;517.0;17.0;27.81;100323.25;22.05;26.51;39.0;22.2;7.19;2025-08-22 10:18:41;2;1;1
1595;442.0;6.0;27.91;100323.84;22.23;26.49;39.0;22.3;8.52;2025-08-22 10:18:51;2;1;1
1596;447.0;7.0;27.98;100325.83;22.23;26.57;39.0;22.3;7.79;2025-08-22 10:19:01;2;1;1
1597;514.0;17.0;28.03;100323.61;22.25;26.65;39.0;22.2;4.79;2025-08-22 10:19:11;2;1;1
1598;451.0;7.0;28.05;100328.69;22.35;26.71;39.0;22.3;6.22;2025-08-22 10:19:21;2;1;1
1599;451.0;7.0;28.07;100330.43;22.35;26.75;39.0;22.2;8.97;2025-08-22 10:19:31;2;1;1
1600;447.0;7.0;28.11;100329.15;22.23;26.81;39.0;22.3;9.07;2025-08-22 10:19:47;2;1;1
1601;483.0;12.0;28.14;100329.08;21.89;26.81;39.0;22.3;6.0;2025-08-22 10:19:53;2;1;1
1602;444.0;6.0;28.17;100329.0;22.13;26.87;39.0;22.3;8.56;2025-08-22 10:20:01;2;1;1
1603;444.0;6.0;28.22;100328.69;22.19;26.91;40.0;22.3;8.32;2025-08-22 10:20:11;2;1;1
1604;463.0;9.0;28.26;100329.38;22.17;26.89;40.0;22.3;6.16;2025-08-22 10:20:25;2;1;1
1605;457.0;8.0;28.3;100330.97;21.95;26.93;40.0;22.4;6.51;2025-08-22 10:20:31;2;1;1
1606;439.0;5.0;28.33;100330.92;22.23;27.03;39.0;22.3;10.03;2025-08-22 10:20:41;2;1;1
1607;447.0;7.0;28.32;100330.6;22.19;27.07;40.0;22.3;8.78;2025-08-22 10:20:51;2;1;1
1608;447.0;7.0;28.36;100328.74;22.13;27.09;40.0;22.3;6.34;2025-08-22 10:21:01;2;1;1
1609;475.0;11.0;28.41;100329.73;22.13;27.13;40.0;22.4;8.35;2025-08-22 10:21:11;2;1;1
1610;447.0;7.0;28.37;100329.06;22.13;27.15;40.0;22.4;6.1;2025-08-22 10:21:21;2;1;1
1611;426.0;3.0;28.43;100331.59;22.05;27.15;40.0;22.4;7.91;2025-08-22 10:21:31;2;1;1
1612;462.0;9.0;28.5;100334.15;22.07;27.17;40.0;22.4;10.03;2025-08-22 10:21:41;2;1;1
1613;462.0;9.0;28.52;100335.31;22.23;27.21;40.0;22.4;10.03;2025-08-22 10:21:51;2;1;1
1614;454.0;8.0;28.55;100334.59;21.85;27.23;40.0;22.5;9.96;2025-08-22 10:22:01;2;1;1
1615;438.0;5.0;28.59;100335.35;22.13;27.29;40.0;22.4;6.89;2025-08-22 10:22:12;2;1;1
1616;443.0;6.0;28.61;100335.78;22.01;27.29;40.0;22.5;2.76;2025-08-22 10:22:22;2;1;1
1617;443.0;6.0;28.63;100334.73;21.95;27.27;40.0;22.5;7.22;2025-08-22 10:22:32;2;1;1
1618;439.0;5.0;28.66;100336.8;22.17;27.37;40.0;22.4;8.17;2025-08-22 10:22:45;2;1;1
1619;434.0;5.0;28.68;100333.16;22.07;27.39;39.0;22.4;10.03;2025-08-22 10:22:52;2;1;1
1620;426.0;3.0;28.71;100338.38;22.05;27.45;39.0;22.6;10.03;2025-08-22 10:23:02;2;1;1
1621;454.0;8.0;28.71;100339.72;22.07;27.51;40.0;22.5;10.03;2025-08-22 10:23:12;2;1;1
1622;444.0;6.0;28.77;100341.47;22.17;27.53;40.0;22.4;9.52;2025-08-22 10:23:22;2;1;1
1623;485.0;12.0;28.8;100342.09;21.73;27.57;40.0;22.5;6.02;2025-08-22 10:23:32;2;1;1
1624;447.0;7.0;28.72;100344.67;21.85;27.53;40.0;22.4;9.3;2025-08-22 10:23:42;2;1;1
1625;461.0;9.0;28.7;100346.95;22.11;27.59;40.0;22.3;9.27;2025-08-22 10:23:52;2;1;1
1626;461.0;9.0;28.72;100343.33;21.97;27.57;40.0;22.4;8.68;2025-08-22 10:24:02;2;1;1
1627;497.0;14.0;28.71;100346.48;21.67;27.59;40.0;22.5;5.88;2025-08-22 10:24:12;2;1;1
1628;457.0;8.0;28.68;100346.56;21.85;27.57;40.0;22.4;7.54;2025-08-22 10:24:22;2;1;1
1629;1629.0;272.0;28.47;100351.8;22.41;27.45;40.0;22.4;8.2;2025-08-22 10:24:32;2;1;1
1630;975.0;87.0;28.44;100350.44;23.11;27.45;41.0;22.5;7.18;2025-08-22 10:24:46;2;1;1
1631;1644.0;285.0;28.36;100338.11;23.11;27.43;40.0;22.4;9.91;2025-08-22 10:24:52;2;1;1
1632;1038.0;97.0;28.37;100337.77;23.23;27.35;41.0;23.0;10.03;2025-08-22 10:25:02;2;1;1
1633;1077.0;103.0;28.37;100336.97;22.65;27.37;40.0;22.5;10.03;2025-08-22 10:25:12;2;1;1
1634;975.0;87.0;28.38;100335.94;22.59;27.29;41.0;22.9;8.78;2025-08-22 10:25:22;2;1;1
1635;902.0;76.0;28.41;100333.08;22.19;27.29;40.0;22.7;1.13;2025-08-22 10:25:32;2;1;1
1636;959.0;85.0;28.49;100335.95;22.11;27.31;39.0;22.8;5.73;2025-08-22 10:25:42;2;1;1
1637;983.0;88.0;28.53;100335.41;22.43;27.27;39.0;22.8;9.07;2025-08-22 10:25:52;2;1;1
1638;992.0;90.0;28.65;100331.88;22.43;27.31;39.0;23.0;6.11;2025-08-22 10:26:02;2;1;1
1639;887.0;74.0;28.79;100330.47;22.57;27.39;39.0;22.9;10.03;2025-08-22 10:26:12;2;1;1
1640;907.0;77.0;28.9;100331.98;22.43;27.43;39.0;22.9;8.29;2025-08-22 10:26:22;2;1;1
1641;895.0;75.0;28.95;100332.42;22.51;27.49;39.0;22.9;7.72;2025-08-22 10:26:32;2;1;1
1642;838.0;66.0;29.04;100331.46;22.51;27.57;39.0;22.7;7.85;2025-08-22 10:26:42;2;1;1
1643;838.0;66.0;29.09;100332.34;22.19;27.61;39.0;23.0;8.79;2025-08-22 10:26:52;2;1;1
1644;838.0;66.0;29.16;100332.49;22.57;27.71;39.0;23.0;5.21;2025-08-22 10:27:02;2;1;1
1645;808.0;62.0;29.24;100332.73;22.35;27.79;39.0;23.0;3.92;2025-08-22 10:27:12;2;1;1
1646;802.0;61.0;29.32;100332.19;22.43;27.83;39.0;22.5;7.89;2025-08-22 10:27:22;2;1;1
1647;868.0;71.0;29.4;100334.38;26.79;27.89;39.0;23.0;8.26;2025-08-22 10:27:32;2;1;1
1648;834.0;66.0;29.44;100335.14;22.51;28.01;39.0;22.7;8.75;2025-08-22 10:27:50;2;1;1
1649;863.0;70.0;29.51;100333.84;22.53;28.03;39.0;22.7;8.59;2025-08-22 10:27:52;2;1;1
1650;834.0;66.0;29.59;100335.39;22.41;28.09;39.0;23.0;6.7;2025-08-22 10:28:05;2;1;1
1651;778.0;57.0;29.58;100334.53;22.47;28.13;39.0;22.5;2.35;2025-08-22 10:28:13;2;1;1
1652;761.0;54.0;29.62;100333.89;22.41;28.13;39.0;23.0;0.0;2025-08-22 10:28:23;2;1;1
1653;754.0;53.0;29.57;100335.8;22.13;28.17;39.0;22.9;0.0;2025-08-22 10:28:33;2;1;1
1654;754.0;53.0;29.52;100334.78;22.31;28.13;39.0;22.9;6.34;2025-08-22 10:28:46;2;1;1
1655;763.0;55.0;29.58;100337.21;22.51;28.11;39.0;22.4;3.18;2025-08-22 10:28:53;2;1;1
1656;783.0;58.0;29.55;100333.95;22.53;28.15;39.0;22.9;2.57;2025-08-22 10:29:03;2;1;1
1657;748.0;53.0;29.52;100334.7;22.47;28.13;39.0;22.9;0.42;2025-08-22 10:29:13;2;1;1
1658;748.0;53.0;29.54;100337.78;22.41;28.11;39.0;22.5;6.55;2025-08-22 10:29:27;2;1;1
1659;737.0;51.0;29.6;100339.73;22.59;28.11;39.0;22.3;10.03;2025-08-22 10:29:33;2;1;1
1660;757.0;54.0;29.66;100337.34;22.31;28.11;39.0;22.8;7.7;2025-08-22 10:29:43;2;1;1
1661;748.0;53.0;29.65;100338.49;22.37;28.13;39.0;22.9;10.03;2025-08-22 10:29:54;2;1;1
1662;813.0;62.0;29.64;100338.97;25.67;28.15;39.0;22.9;6.84;2025-08-22 10:30:06;2;1;1
1663;748.0;53.0;29.58;100337.31;22.41;28.13;39.0;22.8;9.15;2025-08-22 10:30:22;2;1;1
1664;710.0;47.0;29.54;100337.2;22.63;28.13;39.0;22.4;9.19;2025-08-22 10:30:23;2;1;1
1665;735.0;51.0;29.55;100338.07;22.57;28.13;39.0;22.4;6.73;2025-08-22 10:30:33;2;1;1
1666;778.0;57.0;29.51;100337.97;22.51;28.13;39.0;22.3;5.08;2025-08-22 10:30:50;2;1;1
1667;730.0;50.0;29.49;100338.16;24.81;28.13;39.0;22.4;8.34;2025-08-22 10:30:54;2;1;1
1668;752.0;53.0;29.52;100340.14;27.69;28.17;39.0;22.3;10.03;2025-08-22 10:31:03;2;1;1
1669;730.0;50.0;29.55;100339.31;23.23;28.21;40.0;22.4;9.2;2025-08-22 10:31:13;2;1;1
1670;763.0;55.0;29.44;100341.27;22.53;28.21;40.0;22.9;6.65;2025-08-22 10:31:23;2;1;1
1671;697.0;45.0;29.24;100339.44;22.51;28.13;39.0;22.8;7.66;2025-08-22 10:31:33;2;1;1
1672;710.0;47.0;29.19;100337.12;22.69;28.05;39.0;22.8;9.27;2025-08-22 10:31:43;2;1;1
1673;719.0;48.0;29.14;100338.1;22.53;27.95;39.0;22.7;5.49;2025-08-22 10:31:55;2;1;1
1674;746.0;52.0;28.96;100339.98;22.31;27.91;39.0;22.5;7.39;2025-08-22 10:32:03;2;1;1
1675;672.0;41.0;28.95;100339.03;22.65;27.87;39.0;22.7;6.95;2025-08-22 10:32:13;2;1;1
1676;686.0;43.0;28.93;100339.3;22.53;27.83;39.0;22.8;7.07;2025-08-22 10:32:25;2;1;1
1677;714.0;47.0;28.86;100339.34;22.53;27.79;39.0;23.0;6.34;2025-08-22 10:32:33;2;1;1
1678;672.0;41.0;28.76;100335.34;22.35;27.75;39.0;22.5;4.21;2025-08-22 10:32:43;2;1;1
1679;679.0;42.0;28.74;100337.62;22.81;27.71;39.0;22.9;5.87;2025-08-22 10:32:53;1;1;1
1680;714.0;47.0;28.68;100327.8;22.29;27.61;39.0;22.8;9.48;2025-08-22 10:33:03;1;1;1
1681;653.0;38.0;28.59;100346.0;22.31;27.53;39.0;22.4;7.04;2025-08-22 10:33:13;1;1;1
1682;643.0;37.0;28.56;100345.48;22.29;27.47;39.0;22.3;5.13;2025-08-22 10:33:23;1;1;1
1683;649.0;37.0;28.55;100343.17;22.29;27.41;39.0;22.4;0.0;2025-08-22 10:33:35;1;1;1
1684;617.0;33.0;28.38;100345.2;21.97;27.21;39.0;22.9;0.0;2025-08-22 10:33:55;1;1;1
1685;600.0;30.0;28.32;100343.32;22.13;27.09;39.0;22.5;1.46;2025-08-22 10:34:04;1;1;1
1686;623.0;33.0;28.23;100344.17;22.17;27.03;39.0;22.8;3.44;2025-08-22 10:34:14;1;1;1
1687;607.0;31.0;28.13;100342.26;21.97;26.89;39.0;22.8;2.27;2025-08-22 10:34:24;1;1;1
1688;594.0;29.0;28.13;100346.38;22.13;26.83;39.0;22.7;6.27;2025-08-22 10:34:34;1;1;1
1689;615.0;32.0;28.05;100343.41;21.97;26.75;39.0;22.7;4.99;2025-08-22 10:34:49;1;1;1
1690;588.0;28.0;28.0;100343.75;22.25;26.71;39.0;22.6;0.0;2025-08-22 10:34:54;1;1;1
1691;581.0;27.0;28.0;100341.75;22.19;26.65;39.0;22.3;0.0;2025-08-22 10:35:04;1;1;1
1692;574.0;26.0;27.97;100343.7;22.25;26.67;39.0;22.4;0.0;2025-08-22 10:35:21;1;1;1
1693;567.0;25.0;27.93;100343.53;22.23;26.63;39.0;22.3;0.0;2025-08-22 10:35:25;1;1;1
1694;570.0;25.0;27.88;100341.94;22.13;26.57;39.0;22.3;0.0;2025-08-22 10:35:34;1;1;1
1695;551.0;23.0;27.84;100342.61;22.17;26.53;39.0;22.3;0.0;2025-08-22 10:35:44;1;1;1
1696;546.0;22.0;27.78;100344.72;22.17;26.49;39.0;22.4;3.39;2025-08-22 10:35:54;1;1;1
1697;546.0;22.0;27.74;100343.12;22.19;26.43;39.0;22.3;7.58;2025-08-22 10:36:04;1;1;1
1698;546.0;22.0;27.69;100344.12;22.29;26.43;39.0;22.3;2.33;2025-08-22 10:36:14;1;1;1
1699;542.0;21.0;27.66;100345.5;22.19;26.41;39.0;22.3;7.02;2025-08-22 10:36:24;1;1;1
1700;546.0;22.0;27.62;100344.22;22.23;26.35;39.0;22.3;7.09;2025-08-22 10:36:34;1;1;1
1701;537.0;20.0;27.58;100343.39;22.25;26.31;39.0;22.3;2.77;2025-08-22 10:36:44;1;1;1
1702;537.0;20.0;27.53;100344.26;22.13;26.29;39.0;22.3;0.0;2025-08-22 10:36:54;1;1;1
1703;546.0;22.0;27.5;100344.99;22.31;26.25;39.0;22.3;0.0;2025-08-22 10:37:04;1;1;1
1704;542.0;21.0;27.46;100343.59;22.25;26.21;39.0;22.2;0.0;2025-08-22 10:37:17;1;1;1
1705;542.0;21.0;27.42;100341.98;22.25;26.15;39.0;22.3;0.0;2025-08-22 10:37:28;1;1;1
1706;540.0;21.0;27.38;100344.62;22.19;26.15;39.0;22.3;0.0;2025-08-22 10:37:42;1;1;1
1707;543.0;21.0;27.32;100333.34;22.25;26.07;39.0;22.1;1.25;2025-08-22 10:37:44;1;1;1
1708;536.0;20.0;27.19;100330.66;22.17;25.97;39.0;22.1;6.18;2025-08-22 10:37:54;2;1;0
1709;548.0;22.0;27.1;100332.15;22.29;25.89;39.0;22.2;0.14;2025-08-22 10:38:04;2;1;0
1710;548.0;22.0;27.06;100330.07;22.37;25.85;39.0;22.2;4.83;2025-08-22 10:38:24;2;1;0
1711;536.0;20.0;26.92;100333.28;22.23;25.71;39.0;22.1;5.21;2025-08-22 10:38:24;2;1;0
1712;555.0;23.0;26.9;100331.53;22.25;25.65;39.0;22.1;0.0;2025-08-22 10:38:35;2;1;0
1713;561.0;24.0;26.91;100332.44;22.37;25.59;39.0;22.2;5.16;2025-08-22 10:38:44;2;1;0
1714;567.0;25.0;26.91;100332.3;22.47;25.57;39.0;22.1;7.87;2025-08-22 10:38:54;2;1;0
1715;607.0;31.0;26.9;100332.77;22.43;25.53;39.0;22.2;2.23;2025-08-22 10:39:04;2;1;0
1716;567.0;25.0;26.89;100330.66;22.51;25.53;39.0;22.1;0.0;2025-08-22 10:39:14;2;1;0
1717;552.0;23.0;26.84;100331.62;22.31;25.45;38.0;22.3;0.0;2025-08-22 10:39:24;2;1;0
1718;612.0;32.0;26.77;100331.5;22.35;25.41;38.0;22.3;5.4;2025-08-22 10:39:34;2;1;0
1719;597.0;30.0;26.76;100333.4;22.53;25.37;38.0;22.3;0.0;2025-08-22 10:39:45;2;1;0
1720;581.0;27.0;26.73;100332.78;22.43;25.35;38.0;22.2;0.66;2025-08-22 10:39:55;2;1;0
1721;618.0;33.0;26.73;100332.12;22.47;25.29;38.0;22.3;3.5;2025-08-22 10:40:05;2;1;0
1722;597.0;30.0;26.73;100342.67;22.43;25.29;38.0;22.2;6.07;2025-08-22 10:40:15;2;1;1
1723;612.0;32.0;26.65;100342.37;22.47;25.23;38.0;22.3;9.27;2025-08-22 10:40:25;2;1;1
1724;618.0;33.0;26.64;100341.47;22.57;25.23;38.0;22.2;10.03;2025-08-22 10:40:35;2;1;1
1725;634.0;35.0;26.57;100344.11;22.65;25.19;38.0;22.2;5.96;2025-08-22 10:40:45;2;1;1
1726;710.0;47.0;26.59;100347.12;22.31;25.13;38.0;22.2;5.74;2025-08-22 10:40:55;2;1;1
1727;671.0;41.0;26.58;100346.91;22.37;25.13;38.0;22.2;2.8;2025-08-22 10:41:05;1;1;1
1728;702.0;46.0;26.56;100344.6;22.43;25.15;38.0;22.3;5.05;2025-08-22 10:41:17;1;1;1
1729;774.0;56.0;26.54;100344.83;22.41;25.13;38.0;22.2;1.45;2025-08-22 10:41:25;1;1;1
1730;730.0;50.0;26.52;100344.52;22.41;25.11;38.0;22.3;0.0;2025-08-22 10:41:35;1;1;1
1731;686.0;43.0;26.5;100344.64;22.35;25.11;38.0;22.2;4.55;2025-08-22 10:41:45;1;1;1
1732;679.0;42.0;26.47;100347.37;22.37;25.11;38.0;22.3;0.0;2025-08-22 10:41:56;1;1;1
1733;730.0;50.0;26.45;100349.06;22.37;25.11;38.0;22.3;2.29;2025-08-22 10:42:05;1;1;1
1734;730.0;50.0;26.4;100350.59;22.17;25.09;38.0;22.3;4.46;2025-08-22 10:42:15;1;1;1
1735;815.0;63.0;26.38;100348.82;22.19;25.01;38.0;22.2;0.0;2025-08-22 10:42:25;1;1;1
1736;748.0;53.0;26.36;100347.84;22.41;24.97;38.0;22.3;6.43;2025-08-22 10:42:36;1;1;1
1737;748.0;53.0;26.35;100346.84;22.35;24.99;38.0;22.3;0.9;2025-08-22 10:42:45;1;1;1
1738;719.0;48.0;26.33;100349.89;22.47;24.99;38.0;22.3;0.0;2025-08-22 10:42:56;1;1;1
1739;730.0;50.0;26.31;100350.12;22.51;24.97;38.0;22.3;0.0;2025-08-22 10:43:05;1;1;1
1740;730.0;50.0;26.3;100349.14;22.41;24.97;38.0;22.3;0.0;2025-08-22 10:43:15;1;1;1
1741;754.0;53.0;26.27;100347.86;22.37;24.95;38.0;22.3;0.0;2025-08-22 10:43:31;1;1;1
1742;735.0;51.0;26.24;100349.42;22.41;24.95;37.0;22.2;0.0;2025-08-22 10:43:37;1;1;1
1743;735.0;51.0;26.23;100348.44;22.41;24.95;37.0;22.3;0.09;2025-08-22 10:43:45;1;1;1
1744;735.0;51.0;26.21;100349.44;22.31;24.91;37.0;22.3;2.18;2025-08-22 10:43:55;1;1;1
1745;776.0;57.0;26.15;100350.86;22.31;24.87;37.0;22.3;0.0;2025-08-22 10:44:05;1;1;1
1746;776.0;57.0;26.1;100349.77;22.25;24.87;37.0;22.2;0.0;2025-08-22 10:44:15;1;1;1
1747;770.0;56.0;26.07;100349.81;22.35;24.85;38.0;22.3;7.23;2025-08-22 10:44:25;1;1;1
1748;868.0;71.0;26.05;100339.3;22.25;24.85;38.0;22.2;3.68;2025-08-22 10:44:35;1;1;1
1749;780.0;57.0;26.01;100335.77;22.07;24.75;38.0;22.3;5.52;2025-08-22 10:44:46;0;1;1
1750;763.0;55.0;26.01;100333.77;22.11;24.73;38.0;22.3;0.0;2025-08-22 10:44:56;0;1;1
1751;757.0;54.0;26.0;100335.66;22.07;24.75;38.0;22.1;0.0;2025-08-22 10:45:11;0;1;1
1752;757.0;54.0;25.98;100337.34;22.05;24.71;37.0;22.3;0.0;2025-08-22 10:45:15;0;1;1
1753;757.0;54.0;25.97;100336.34;22.25;24.69;37.0;22.1;0.03;2025-08-22 10:45:26;0;1;1
1754;757.0;54.0;25.95;100335.93;22.19;24.65;37.0;22.1;5.94;2025-08-22 10:45:44;0;1;1
1755;400.0;0.0;25.89;100336.12;22.23;24.59;37.0;22.2;6.93;2025-08-22 10:45:53;0;1;1
1756;415.0;2.0;25.87;100338.34;22.05;24.59;37.0;22.2;5.36;2025-08-22 10:46:10;0;1;1
1757;415.0;2.0;25.88;100337.78;22.07;24.57;37.0;22.2;0.56;2025-08-22 10:46:13;0;1;1
1758;403.0;0.0;25.85;100337.16;21.85;24.53;37.0;22.1;0.0;2025-08-22 10:46:23;0;1;1
1759;406.0;0.0;25.81;100337.73;21.95;24.49;37.0;22.0;0.0;2025-08-22 10:46:34;0;1;1
1760;403.0;0.0;25.78;100338.44;22.13;24.51;37.0;22.0;0.0;2025-08-22 10:46:43;0;1;1
1761;422.0;3.0;25.74;100337.58;22.13;24.47;37.0;22.1;8.42;2025-08-22 10:46:55;1;1;1
1762;406.0;0.0;25.74;100338.91;22.19;24.45;37.0;22.1;6.06;2025-08-22 10:47:04;1;1;1
1763;415.0;2.0;25.74;100346.8;22.17;24.43;37.0;22.0;5.69;2025-08-22 10:47:14;1;1;1
1764;441.0;6.0;25.7;100347.38;22.29;24.43;37.0;22.0;2.23;2025-08-22 10:47:24;1;1;1
1765;422.0;3.0;25.67;100348.86;22.31;24.41;37.0;22.1;0.0;2025-08-22 10:47:35;1;1;1
1766;441.0;6.0;25.65;100347.67;22.31;24.35;37.0;22.0;0.0;2025-08-22 10:47:44;1;1;1
1767;424.0;3.0;25.63;100349.23;22.29;24.33;37.0;22.0;0.0;2025-08-22 10:47:54;1;1;1
1768;448.0;7.0;25.59;100348.39;22.11;24.27;37.0;22.0;0.0;2025-08-22 10:48:04;1;1;1
1769;456.0;8.0;25.59;100351.05;22.35;24.27;37.0;22.0;0.0;2025-08-22 10:48:14;1;1;1
1770;427.0;4.0;25.59;100349.16;22.35;24.23;37.0;22.0;0.0;2025-08-22 10:48:24;1;1;1
1771;454.0;8.0;25.6;100347.23;22.23;24.31;37.0;22.0;0.0;2025-08-22 10:48:34;1;1;1
1772;472.0;10.0;25.58;100348.95;22.31;24.27;37.0;22.1;0.0;2025-08-22 10:48:44;1;1;1
1773;450.0;7.0;25.56;100347.83;22.25;24.29;37.0;22.0;0.0;2025-08-22 10:48:54;1;1;1
1774;452.0;7.0;25.54;100345.42;22.17;24.23;37.0;22.2;1.64;2025-08-22 10:49:04;1;1;1
1775;461.0;9.0;25.52;100346.23;22.41;24.23;37.0;22.0;9.12;2025-08-22 10:49:14;1;1;1
1776;552.0;23.0;25.52;100346.33;22.57;24.21;37.0;22.1;7.18;2025-08-22 10:49:24;1;1;1
1777;488.0;13.0;25.5;100345.22;22.31;24.21;37.0;22.1;9.29;2025-08-22 10:49:35;1;1;1
1778;450.0;7.0;25.43;100341.72;22.19;24.19;37.0;22.2;3.46;2025-08-22 10:49:44;1;1;1
1779;445.0;6.0;25.38;100334.02;22.29;24.13;37.0;22.0;8.78;2025-08-22 10:49:54;1;1;1
1780;480.0;12.0;25.38;100336.67;22.23;24.09;37.0;22.0;6.67;2025-08-22 10:50:04;1;0;1
1781;451.0;7.0;25.34;100334.58;22.25;24.09;37.0;22.2;6.18;2025-08-22 10:50:14;0;0;1
1782;464.0;9.0;25.36;100334.89;22.19;24.11;37.0;22.1;0.0;2025-08-22 10:50:24;0;0;1
1783;464.0;9.0;25.36;100336.89;22.25;24.13;37.0;22.2;0.0;2025-08-22 10:50:34;0;0;1
1784;432.0;4.0;25.34;100337.91;22.17;24.15;37.0;22.1;0.0;2025-08-22 10:50:44;0;0;1
1785;441.0;6.0;25.32;100337.38;22.17;24.13;37.0;22.1;0.0;2025-08-22 10:50:54;0;0;1
1786;435.0;5.0;25.22;100335.33;22.47;24.13;37.0;22.1;2.76;2025-08-22 10:51:14;0;0;1
1787;443.0;6.0;25.25;100335.22;22.51;24.15;37.0;22.1;10.03;2025-08-22 10:51:24;1;0;1
1788;443.0;6.0;25.27;100337.08;22.47;24.19;37.0;22.1;5.56;2025-08-22 10:51:34;1;0;1
1789;456.0;8.0;25.31;100339.95;22.63;24.19;37.0;22.2;8.13;2025-08-22 10:51:44;1;0;1
1790;497.0;14.0;25.3;100337.6;22.41;24.19;37.0;22.1;9.06;2025-08-22 10:51:54;1;0;1
1791;580.0;27.0;25.27;100336.3;23.05;24.23;37.0;22.2;4.6;2025-08-22 10:52:04;1;0;1
1792;480.0;12.0;25.29;100337.36;22.65;24.15;37.0;22.2;9.48;2025-08-22 10:52:14;1;0;1
1793;501.0;15.0;25.3;100336.27;22.59;24.19;37.0;22.2;10.03;2025-08-22 10:52:24;1;0;1
1794;527.0;19.0;25.27;100336.3;22.43;24.21;37.0;22.2;6.65;2025-08-22 10:52:34;1;0;1
1795;506.0;16.0;25.21;100337.78;22.41;24.21;37.0;22.3;3.61;2025-08-22 10:52:44;1;0;1
1796;505.0;15.0;25.19;100337.23;22.43;24.21;37.0;22.2;0.0;2025-08-22 10:52:55;1;0;1
1797;515.0;17.0;25.14;100337.72;22.41;24.15;37.0;22.2;3.85;2025-08-22 10:53:05;1;0;1
1798;523.0;18.0;25.12;100337.27;22.43;24.11;37.0;22.3;2.73;2025-08-22 10:53:15;1;0;1
1799;500.0;15.0;25.11;100335.72;22.43;24.15;37.0;22.3;0.0;2025-08-22 10:53:29;1;0;1
1800;519.0;18.0;25.11;100333.62;22.31;24.13;37.0;22.3;0.0;2025-08-22 10:53:35;1;0;1
1801;519.0;18.0;25.08;100336.4;22.41;24.13;37.0;22.2;3.54;2025-08-22 10:53:45;1;0;1
1802;514.0;17.0;25.06;100335.97;22.51;24.19;37.0;22.3;1.47;2025-08-22 10:53:55;1;0;1
1803;546.0;22.0;25.04;100338.19;22.47;24.11;37.0;22.3;0.0;2025-08-22 10:54:05;1;0;1
1804;539.0;21.0;25.03;100338.67;22.51;24.13;37.0;22.3;0.0;2025-08-22 10:54:16;1;0;1
1805;578.0;27.0;25.03;100338.67;22.53;24.13;37.0;22.3;0.0;2025-08-22 10:54:28;1;0;1
1806;584.0;28.0;25.02;100338.33;22.51;24.11;37.0;22.2;2.27;2025-08-22 10:54:35;1;0;1
