id;co2_ppm;tvoc_ppm;bmp280_temperature;bmp280_pressure;mlx_object_temperature;mlx_ambient_temperature;humidity_dht;temperature_dht;pir_uptime;timestamp;human_count;ventilation_on;door_closed
1807;560.0;24.0;25.0;100339.37;22.53;24.13;37.0;22.3;0.0;2025-08-22 10:54:45;1;0;1
1808;537.0;20.0;25.0;100338.04;22.53;24.11;37.0;22.3;0.0;2025-08-22 10:54:55;1;0;1
1809;565.0;25.0;24.99;100337.8;22.57;24.13;37.0;22.3;0.0;2025-08-22 10:55:05;1;0;1
1810;565.0;25.0;24.97;100337.94;22.51;24.13;37.0;22.3;0.0;2025-08-22 10:55:17;1;0;1
1811;537.0;20.0;24.95;100336.26;22.63;24.13;37.0;22.2;0.0;2025-08-22 10:55:25;1;0;1
1812;549.0;22.0;24.95;100338.15;22.57;24.11;37.0;22.3;0.0;2025-08-22 10:55:35;1;0;1
1813;560.0;24.0;24.94;100337.38;22.57;24.11;37.0;22.3;4.27;2025-08-22 10:55:45;1;0;1
1814;560.0;24.0;24.94;100337.38;22.59;24.13;37.0;22.4;0.0;2025-08-22 10:55:55;1;0;1
1815;592.0;29.0;24.95;100337.59;22.57;24.09;37.0;22.5;0.0;2025-08-22 10:56:05;1;0;1
1816;578.0;27.0;24.96;100337.83;22.63;24.11;37.0;22.2;0.0;2025-08-22 10:56:15;1;0;1
1817;627.0;34.0;24.95;100340.14;22.57;24.09;37.0;22.2;5.46;2025-08-22 10:56:25;1;0;1
1818;627.0;34.0;24.94;100337.38;22.63;24.07;38.0;22.3;9.0;2025-08-22 10:56:35;1;0;1
1819;643.0;37.0;24.92;100336.18;22.57;24.09;38.0;22.3;3.22;2025-08-22 10:56:45;1;0;1
1820;656.0;39.0;24.9;100336.61;22.59;24.07;38.0;22.7;0.0;2025-08-22 10:56:55;1;0;1
1821;612.0;32.0;24.9;100337.2;22.59;24.07;38.0;22.7;0.0;2025-08-22 10:57:05;1;0;1
1822;624.0;34.0;24.9;100338.6;22.65;24.09;38.0;22.7;0.36;2025-08-22 10:57:15;1;0;1
1823;645.0;37.0;24.89;100337.09;22.69;24.09;38.0;22.4;9.41;2025-08-22 10:57:30;1;0;1
1824;679.0;42.0;24.89;100335.77;22.59;24.09;38.0;22.3;5.85;2025-08-22 10:57:36;1;0;1
1825;674.0;41.0;24.88;100338.84;22.81;24.05;38.0;22.8;3.26;2025-08-22 10:57:45;2;0;1
1826;704.0;46.0;24.87;100338.63;22.87;24.07;38.0;22.2;9.62;2025-08-22 10:57:56;2;0;1
1827;657.0;39.0;24.89;100337.09;22.99;24.09;38.0;22.3;7.21;2025-08-22 10:58:05;2;0;1
1828;704.0;46.0;24.92;100338.28;22.99;24.07;38.0;22.8;2.79;2025-08-22 10:58:15;2;0;1
1829;780.0;57.0;24.95;100336.81;22.95;24.09;38.0;22.8;0.83;2025-08-22 10:58:29;2;0;1
1830;785.0;58.0;24.96;100339.16;22.95;24.07;38.0;22.8;8.96;2025-08-22 10:58:36;2;0;1
1831;776.0;57.0;24.98;100337.59;22.93;24.09;38.0;22.9;2.64;2025-08-22 10:58:46;2;0;1
1832;772.0;56.0;25.0;100338.04;23.03;24.07;38.0;22.9;6.69;2025-08-22 10:58:56;2;0;1
1833;776.0;57.0;25.02;100337.66;23.05;24.11;38.0;22.8;7.39;2025-08-22 10:59:06;2;0;1
1834;800.0;60.0;25.02;100338.46;23.15;24.09;38.0;22.9;6.44;2025-08-22 10:59:17;2;0;1
1835;813.0;62.0;25.04;100339.52;23.15;24.13;38.0;22.5;6.87;2025-08-22 10:59:27;2;0;1
1836;821.0;64.0;25.06;100339.2;23.17;24.13;38.0;22.8;6.87;2025-08-22 10:59:36;2;0;1
1837;844.0;67.0;25.07;100337.44;23.15;24.15;38.0;22.8;7.01;2025-08-22 10:59:46;2;0;1
1838;865.0;70.0;25.08;100341.06;23.15;24.15;38.0;23.0;0.44;2025-08-22 10:59:56;2;0;1
1839;865.0;70.0;25.09;100341.97;23.17;24.19;38.0;22.8;3.47;2025-08-22 11:00:06;2;0;1
1840;874.0;72.0;25.11;100342.28;23.17;24.21;38.0;22.9;2.27;2025-08-22 11:00:16;2;0;1
1841;885.0;73.0;25.13;100340.04;23.15;24.23;38.0;22.9;0.0;2025-08-22 11:00:26;2;0;1
1842;959.0;85.0;25.15;100339.8;23.17;24.21;38.0;23.0;0.0;2025-08-22 11:00:36;2;0;1
1843;992.0;90.0;25.15;100339.12;23.11;24.21;39.0;23.0;0.0;2025-08-22 11:00:56;2;0;1
1844;1014.0;93.0;25.15;100340.46;23.23;24.19;39.0;22.8;0.0;2025-08-22 11:01:07;2;0;1
1845;1038.0;97.0;25.15;100342.59;23.17;24.21;39.0;23.0;0.0;2025-08-22 11:01:16;2;0;1
1846;1056.0;99.0;25.15;100340.59;23.21;24.23;39.0;23.0;3.76;2025-08-22 11:01:32;2;0;1
1847;1044.0;98.0;25.18;100345.02;23.27;24.23;39.0;22.8;1.39;2025-08-22 11:01:36;2;0;1
1848;1090.0;105.0;25.19;100342.0;23.33;24.23;39.0;23.0;9.42;2025-08-22 11:01:48;2;0;1
1849;1077.0;103.0;25.21;100344.34;23.27;24.25;39.0;23.1;10.03;2025-08-22 11:01:56;2;0;1
1850;1188.0;120.0;25.2;100347.56;23.21;24.25;39.0;23.0;9.16;2025-08-22 11:02:06;2;0;1
1851;1102.0;106.0;25.22;100350.52;23.27;24.29;39.0;23.0;5.39;2025-08-22 11:02:16;2;1;1
1852;1060.0;100.0;25.24;100351.73;23.21;24.27;39.0;23.0;6.06;2025-08-22 11:02:26;2;1;1
1853;995.0;90.0;25.26;100352.16;23.09;24.27;39.0;23.0;9.65;2025-08-22 11:02:36;2;1;1
1854;972.0;87.0;25.24;100352.41;23.05;24.27;39.0;23.1;2.92;2025-08-22 11:02:46;2;1;1
1855;983.0;88.0;25.17;100352.9;22.93;24.21;39.0;23.0;0.84;2025-08-22 11:02:56;2;1;1
1856;918.0;78.0;25.13;100348.83;22.99;24.15;38.0;23.1;6.39;2025-08-22 11:03:06;2;1;1
1857;918.0;78.0;25.13;100349.36;22.89;24.15;38.0;23.0;0.0;2025-08-22 11:03:16;2;1;1
1858;887.0;74.0;25.11;100349.05;22.89;24.09;38.0;22.9;0.0;2025-08-22 11:03:26;2;1;1
1859;897.0;75.0;25.12;100349.92;22.93;24.07;38.0;22.9;4.62;2025-08-22 11:03:36;2;1;1
1860;844.0;67.0;25.11;100350.38;22.89;24.03;38.0;22.9;5.46;2025-08-22 11:03:46;2;1;1
1861;851.0;68.0;25.1;100350.73;22.89;24.01;38.0;23.0;6.98;2025-08-22 11:03:56;2;1;1
1862;815.0;63.0;25.08;100348.94;22.89;24.01;38.0;22.9;2.41;2025-08-22 11:04:06;2;1;1
1863;793.0;59.0;25.06;100351.29;22.93;23.99;38.0;22.9;7.33;2025-08-22 11:04:16;2;1;1
1864;806.0;61.0;25.06;100353.19;22.83;23.95;37.0;22.9;5.62;2025-08-22 11:04:27;2;1;1
1865;778.0;57.0;25.06;100351.29;23.53;23.91;37.0;22.8;2.31;2025-08-22 11:04:37;2;1;1
1866;772.0;56.0;25.1;100347.5;22.87;23.93;38.0;22.8;8.31;2025-08-22 11:04:47;2;1;1
1867;772.0;56.0;25.11;100349.61;22.93;23.93;38.0;22.8;5.47;2025-08-22 11:04:57;2;1;1
1868;772.0;56.0;25.12;100349.92;22.81;23.93;38.0;23.1;2.94;2025-08-22 11:05:07;2;1;1
1869;730.0;50.0;25.07;100348.2;22.89;23.91;38.0;22.8;2.31;2025-08-22 11:05:17;2;1;1
1870;726.0;49.0;25.04;100347.43;22.87;23.87;38.0;22.8;4.98;2025-08-22 11:05:27;2;1;1
1871;754.0;53.0;25.03;100345.89;22.87;23.87;37.0;22.7;0.0;2025-08-22 11:05:37;2;1;1
1872;694.0;44.0;25.02;100349.12;22.89;23.89;37.0;22.6;0.0;2025-08-22 11:05:47;2;1;1
1873;717.0;48.0;25.0;100347.89;22.89;23.83;37.0;22.6;3.29;2025-08-22 11:05:57;2;1;1
1874;645.0;37.0;24.98;100347.57;22.81;23.83;38.0;22.5;0.0;2025-08-22 11:06:07;2;1;1
1875;657.0;39.0;24.98;100348.23;22.83;23.83;37.0;22.4;4.85;2025-08-22 11:06:17;2;1;1
1876;645.0;37.0;24.96;100348.48;22.83;23.77;37.0;22.9;6.1;2025-08-22 11:06:27;2;1;1
1877;668.0;40.0;24.95;100348.24;22.87;23.81;37.0;22.9;0.0;2025-08-22 11:06:37;2;1;1
1878;614.0;32.0;24.94;100347.95;22.87;23.77;37.0;22.8;2.76;2025-08-22 11:06:57;2;1;1
1879;626.0;34.0;24.93;100347.81;22.71;23.69;37.0;22.7;0.0;2025-08-22 11:07:07;2;1;1
1880;599.0;30.0;24.92;100348.16;22.87;23.71;37.0;22.3;0.0;2025-08-22 11:07:17;2;1;1
1881;626.0;34.0;24.94;100351.36;22.77;23.73;37.0;22.4;4.73;2025-08-22 11:07:30;2;1;1
1882;592.0;29.0;24.92;100348.83;22.77;23.69;37.0;22.5;2.43;2025-08-22 11:07:37;2;1;1
1883;591.0;29.0;24.94;100350.62;22.83;23.69;37.0;22.8;8.51;2025-08-22 11:07:47;2;1;1
1884;591.0;29.0;24.92;100349.5;22.87;23.69;37.0;22.8;7.84;2025-08-22 11:07:57;2;1;1
1885;584.0;28.0;24.92;100349.61;22.87;23.69;37.0;22.8;4.34;2025-08-22 11:08:07;2;1;1
1886;561.0;24.0;24.93;100339.16;22.71;23.67;38.0;22.8;9.68;2025-08-22 11:08:17;2;1;1
1887;539.0;21.0;24.94;100356.02;22.71;23.67;37.0;22.8;4.34;2025-08-22 11:08:27;1;1;1
1888;533.0;20.0;24.96;100355.14;22.71;23.67;37.0;22.8;0.64;2025-08-22 11:08:37;1;1;1
1889;524.0;18.0;24.98;100354.9;22.69;23.69;37.0;22.3;0.0;2025-08-22 11:08:47;1;1;1
1890;518.0;17.0;24.97;100354.66;22.69;23.71;37.0;22.8;0.0;2025-08-22 11:08:57;1;1;1
1891;514.0;17.0;24.99;100355.0;22.65;23.67;37.0;22.2;0.0;2025-08-22 11:09:07;1;1;1
1892;502.0;15.0;24.98;100354.09;22.57;23.69;37.0;22.2;6.84;2025-08-22 11:09:17;1;1;1
1893;482.0;12.0;24.99;100354.34;22.53;23.69;37.0;22.8;5.18;2025-08-22 11:09:27;1;1;1
1894;493.0;14.0;24.96;100339.05;22.83;23.65;37.0;22.7;6.0;2025-08-22 11:09:37;1;1;1
1895;466.0;10.0;24.95;100354.23;22.83;23.65;37.0;22.8;6.93;2025-08-22 11:09:47;2;1;1
1896;529.0;19.0;24.96;100353.81;22.81;23.67;37.0;22.2;7.76;2025-08-22 11:09:57;2;1;1
1897;478.0;11.0;24.96;100354.47;22.83;23.69;37.0;22.2;3.93;2025-08-22 11:10:07;2;1;1
1898;457.0;8.0;24.92;100354.83;22.65;23.65;37.0;22.3;0.0;2025-08-22 11:10:18;2;1;1
1899;466.0;10.0;24.88;100353.39;22.75;23.63;37.0;22.3;4.68;2025-08-22 11:10:28;2;1;1
1900;446.0;7.0;24.86;100354.41;22.69;23.61;37.0;22.2;2.24;2025-08-22 11:10:38;2;1;1
1901;488.0;13.0;24.84;100354.5;22.81;23.61;37.0;22.2;0.0;2025-08-22 11:10:48;2;1;1
1902;452.0;7.0;24.84;100355.17;22.81;23.61;37.0;22.2;0.0;2025-08-22 11:10:58;2;1;1
1903;483.0;12.0;24.82;100354.88;22.71;23.57;37.0;22.3;0.0;2025-08-22 11:11:08;2;1;1
1904;438.0;5.0;24.8;100352.44;22.77;23.57;37.0;22.3;0.0;2025-08-22 11:11:18;2;1;1
1905;442.0;6.0;24.77;100353.09;22.81;23.55;37.0;22.2;0.0;2025-08-22 11:11:28;2;1;1
1906;438.0;5.0;24.79;100354.22;22.89;23.55;37.0;22.5;4.8;2025-08-22 11:11:38;2;1;1
1907;448.0;7.0;24.77;100353.09;22.89;23.57;37.0;22.3;0.78;2025-08-22 11:11:48;2;1;1
1908;446.0;7.0;24.77;100354.32;22.77;23.55;37.0;22.3;9.09;2025-08-22 11:11:58;2;1;1
1909;459.0;8.0;24.77;100353.77;22.83;23.57;37.0;22.2;0.0;2025-08-22 11:12:08;2;1;1
1910;448.0;7.0;24.78;100353.23;22.83;23.55;38.0;22.2;0.0;2025-08-22 11:12:18;2;1;1
1911;463.0;9.0;24.76;100354.22;22.89;23.55;37.0;22.2;0.0;2025-08-22 11:12:28;2;1;1
1912;438.0;5.0;24.77;100354.98;22.89;23.57;37.0;22.3;3.73;2025-08-22 11:12:38;2;1;1
1913;439.0;5.0;24.76;100352.81;22.81;23.55;37.0;22.3;7.58;2025-08-22 11:12:48;2;1;1
1914;439.0;5.0;24.74;100353.8;22.77;23.51;37.0;22.8;5.15;2025-08-22 11:12:58;2;1;1
1915;415.0;2.0;24.73;100354.22;22.87;23.49;37.0;22.8;6.88;2025-08-22 11:13:08;2;1;1
1916;420.0;3.0;24.73;100352.89;22.89;23.51;37.0;22.2;1.0;2025-08-22 11:13:18;2;1;1
1917;425.0;3.0;24.74;100353.8;22.81;23.51;37.0;22.2;5.56;2025-08-22 11:13:28;2;1;1
1918;441.0;6.0;24.73;100352.78;22.89;23.51;37.0;22.1;1.4;2025-08-22 11:13:38;2;1;1
1919;422.0;3.0;24.73;100352.78;22.83;23.51;37.0;22.2;9.18;2025-08-22 11:13:48;2;1;1
1920;426.0;3.0;24.76;100354.22;22.83;23.49;37.0;22.2;8.82;2025-08-22 11:13:58;2;1;1
1921;426.0;3.0;24.74;100355.02;22.77;23.51;37.0;22.2;2.56;2025-08-22 11:14:10;2;1;1
1922;426.0;3.0;24.71;100355.81;22.75;23.47;37.0;22.2;5.9;2025-08-22 11:14:18;2;1;1
1923;426.0;3.0;24.73;100352.11;22.77;23.51;37.0;22.3;3.52;2025-08-22 11:14:28;2;1;1
1924;407.0;1.0;24.72;100353.36;22.81;23.47;37.0;22.7;7.5;2025-08-22 11:14:38;2;1;1
1925;414.0;2.0;24.72;100355.25;22.87;23.47;37.0;22.3;7.18;2025-08-22 11:14:48;2;1;1
1926;455.0;8.0;24.73;100354.78;22.93;23.47;37.0;22.8;7.91;2025-08-22 11:14:58;2;1;1
1927;455.0;8.0;24.74;100355.02;22.89;23.49;37.0;22.7;2.36;2025-08-22 11:15:08;2;1;1
1928;428.0;4.0;24.77;100354.32;22.89;23.47;37.0;22.7;4.61;2025-08-22 11:15:18;2;1;1
1929;424.0;3.0;24.75;100355.34;22.81;23.47;37.0;22.3;2.81;2025-08-22 11:15:28;2;1;1
1930;417.0;2.0;24.77;100356.42;22.93;23.49;37.0;22.2;5.59;2025-08-22 11:15:38;2;1;1
1931;443.0;6.0;24.79;100354.11;22.93;23.51;37.0;22.3;4.39;2025-08-22 11:15:48;2;1;1
1932;420.0;3.0;24.8;100353.09;22.95;23.55;37.0;22.7;3.89;2025-08-22 11:15:59;2;1;1
1933;424.0;3.0;24.8;100354.95;22.95;23.51;37.0;22.4;5.78;2025-08-22 11:16:10;2;1;1
1934;424.0;3.0;24.8;100344.98;22.83;23.55;37.0;22.3;9.96;2025-08-22 11:16:19;2;1;1
1935;420.0;3.0;24.78;100343.36;22.87;23.49;37.0;22.4;3.16;2025-08-22 11:16:29;2;0;1
1936;448.0;7.0;24.78;100343.91;22.99;23.55;37.0;22.7;6.67;2025-08-22 11:16:39;2;0;1
1937;457.0;8.0;24.78;100339.92;23.03;23.57;37.0;22.8;5.89;2025-08-22 11:16:49;2;0;1
1938;447.0;7.0;24.81;100341.89;23.09;23.59;37.0;22.3;5.44;2025-08-22 11:16:59;2;0;1
1939;462.0;9.0;24.81;100342.66;23.09;23.59;37.0;22.3;0.0;2025-08-22 11:17:09;2;0;1
1940;487.0;13.0;24.83;100340.42;23.09;23.61;37.0;22.3;0.0;2025-08-22 11:17:19;2;0;1
1941;498.0;14.0;24.86;100341.64;23.15;23.63;37.0;22.4;6.84;2025-08-22 11:17:31;2;0;1
1942;495.0;14.0;24.85;100341.53;23.15;23.65;38.0;22.5;0.0;2025-08-22 11:17:39;2;0;1
1943;480.0;12.0;24.86;100341.09;23.15;23.65;37.0;22.4;0.0;2025-08-22 11:17:49;2;0;1
1944;508.0;16.0;24.9;100341.86;23.17;23.71;38.0;22.3;0.0;2025-08-22 11:17:59;2;0;1
1945;502.0;15.0;24.94;100341.96;23.21;23.73;38.0;22.6;8.6;2025-08-22 11:18:09;2;0;1
1946;500.0;15.0;24.96;100340.38;23.27;23.77;38.0;22.7;2.36;2025-08-22 11:18:19;2;0;1
1947;545.0;22.0;24.99;100342.45;23.23;23.79;38.0;22.8;0.0;2025-08-22 11:18:29;2;0;1
1948;517.0;17.0;25.01;100344.21;23.29;23.83;38.0;22.7;0.0;2025-08-22 11:18:39;2;0;1
1949;543.0;21.0;25.04;100340.77;23.33;23.87;38.0;22.9;4.96;2025-08-22 11:18:49;2;0;1
1950;540.0;21.0;25.04;100340.19;23.33;23.87;38.0;22.8;9.3;2025-08-22 11:18:59;2;0;1
1951;580.0;27.0;25.06;100340.53;23.39;23.91;38.0;22.8;1.43;2025-08-22 11:19:09;2;0;1
1952;620.0;33.0;25.08;100341.06;23.41;23.93;38.0;22.9;0.0;2025-08-22 11:19:19;2;0;1
1953;594.0;29.0;25.1;100343.51;23.47;23.91;38.0;22.8;0.0;2025-08-22 11:19:29;2;0;1
1954;600.0;30.0;25.13;100343.5;23.39;23.95;38.0;23.0;2.43;2025-08-22 11:19:39;2;0;1
1955;607.0;31.0;25.15;100345.12;23.45;24.01;38.0;23.0;0.0;2025-08-22 11:19:49;2;0;1
1956;627.0;34.0;25.19;100346.66;23.47;24.05;38.0;22.9;0.0;2025-08-22 11:19:59;2;0;1
1957;620.0;33.0;25.22;100345.86;23.39;24.05;38.0;23.0;0.0;2025-08-22 11:20:13;2;0;1
1958;652.0;38.0;25.24;100343.75;23.41;24.07;38.0;23.0;0.0;2025-08-22 11:20:19;2;0;1
1959;672.0;41.0;25.26;100346.16;23.45;24.19;38.0;23.1;0.0;2025-08-22 11:20:29;2;0;1
1960;672.0;41.0;25.28;100345.84;23.51;24.13;38.0;23.0;7.06;2025-08-22 11:20:39;2;0;1
1961;730.0;50.0;25.28;100348.61;23.51;24.19;38.0;23.0;0.0;2025-08-22 11:20:49;2;0;1
1962;710.0;47.0;25.29;100349.49;23.47;24.15;38.0;23.0;4.86;2025-08-22 11:20:59;2;0;1
1963;717.0;48.0;25.3;100348.92;23.47;24.21;38.0;23.1;4.82;2025-08-22 11:21:09;2;0;1
1964;746.0;52.0;25.32;100348.71;23.45;24.23;38.0;23.1;2.6;2025-08-22 11:21:20;2;0;1
1965;746.0;52.0;25.34;100347.13;23.51;24.23;38.0;23.0;3.13;2025-08-22 11:21:31;2;0;1
1966;772.0;56.0;25.35;100348.75;23.39;24.25;38.0;23.1;4.96;2025-08-22 11:21:39;2;0;0
1967;774.0;56.0;25.35;100347.34;23.41;24.29;38.0;23.1;0.0;2025-08-22 11:21:50;2;0;0
1968;793.0;59.0;25.33;100346.36;23.29;24.27;38.0;23.1;0.0;2025-08-22 11:22:00;2;0;0
1969;793.0;59.0;25.33;100349.03;23.35;24.29;38.0;23.3;0.0;2025-08-22 11:22:10;2;0;0
1970;757.0;54.0;25.32;100349.38;23.29;24.27;38.0;23.2;0.0;2025-08-22 11:22:20;2;0;0
1971;679.0;42.0;25.32;100349.45;23.35;24.29;38.0;23.2;0.0;2025-08-22 11:22:30;2;0;0
1972;719.0;48.0;25.34;100351.13;23.29;24.31;38.0;23.2;4.84;2025-08-22 11:22:40;2;0;0
1973;634.0;35.0;25.34;100349.8;23.27;24.31;38.0;23.2;0.0;2025-08-22 11:22:50;2;0;0
1974;556.0;23.0;25.34;100349.8;23.27;24.33;37.0;23.2;3.82;2025-08-22 11:23:00;2;0;0
1975;551.0;23.0;25.34;100350.57;23.21;24.35;37.0;23.2;0.0;2025-08-22 11:23:10;2;0;0
1976;480.0;12.0;25.34;100349.91;23.17;24.31;37.0;23.2;0.0;2025-08-22 11:23:21;2;0;0
1977;447.0;7.0;25.34;100349.91;23.17;24.33;36.0;23.2;0.0;2025-08-22 11:23:30;2;0;0
1978;451.0;7.0;25.34;100351.91;23.21;24.33;36.0;23.2;0.0;2025-08-22 11:23:40;2;0;0
1979;400.0;0.0;25.33;100350.36;23.15;24.33;36.0;23.2;3.48;2025-08-22 11:23:50;2;0;0
1980;420.0;3.0;25.32;100352.12;23.11;24.27;35.0;23.0;4.28;2025-08-22 11:24:00;2;0;0
1981;400.0;0.0;25.33;100352.22;23.09;24.29;35.0;23.0;4.96;2025-08-22 11:24:10;2;0;0
1982;425.0;3.0;25.32;100352.7;22.99;24.27;35.0;23.1;0.2;2025-08-22 11:24:20;2;0;0
1983;400.0;0.0;25.32;100353.45;23.05;24.27;35.0;23.0;5.27;2025-08-22 11:24:30;2;0;0
1984;400.0;0.0;25.32;100348.12;23.23;24.27;35.0;23.0;3.32;2025-08-22 11:24:40;2;0;0
1985;409.0;1.0;25.34;100350.57;23.21;24.27;35.0;23.0;7.0;2025-08-22 11:24:50;2;0;0
1986;405.0;0.0;25.34;100351.23;23.17;24.29;34.0;23.0;8.18;2025-08-22 11:25:06;2;0;0
1987;451.0;7.0;25.35;100352.08;23.09;24.27;34.0;23.0;1.28;2025-08-22 11:25:10;2;0;1
1988;434.0;5.0;25.35;100352.67;23.11;24.25;34.0;22.9;0.0;2025-08-22 11:25:20;2;0;1
1989;470.0;10.0;25.33;100349.03;23.15;24.29;35.0;23.0;0.0;2025-08-22 11:25:30;2;0;1
1990;492.0;14.0;25.35;100352.01;23.11;24.27;35.0;22.9;0.0;2025-08-22 11:25:44;2;0;1
1991;466.0;10.0;25.35;100350.67;23.11;24.27;35.0;23.0;0.0;2025-08-22 11:25:50;2;0;1
1992;472.0;10.0;25.34;100351.91;23.11;24.27;35.0;23.0;0.0;2025-08-22 11:26:01;2;0;1
1993;508.0;16.0;25.34;100351.8;23.21;24.25;35.0;22.9;6.22;2025-08-22 11:26:14;2;0;1
1994;491.0;13.0;25.34;100353.23;23.21;24.25;36.0;23.0;7.06;2025-08-22 11:26:24;2;0;1
1995;472.0;10.0;25.35;100357.34;23.29;24.27;36.0;22.9;9.05;2025-08-22 11:26:30;2;1;1
1996;475.0;11.0;25.36;100358.98;23.23;24.29;36.0;22.9;7.39;2025-08-22 11:26:41;2;1;1
1997;475.0;11.0;25.35;100357.41;23.15;24.25;36.0;23.0;0.05;2025-08-22 11:26:50;2;1;1
1998;463.0;9.0;25.34;100358.46;23.23;24.27;36.0;22.9;0.0;2025-08-22 11:27:00;2;1;1
1999;475.0;11.0;25.34;100358.56;23.11;24.27;35.0;23.0;3.43;2025-08-22 11:27:10;2;1;1
2000;452.0;7.0;25.33;100358.36;23.17;24.29;35.0;23.0;2.82;2025-08-22 11:27:20;2;1;1
2001;466.0;10.0;25.33;100360.22;23.03;24.23;35.0;23.1;0.0;2025-08-22 11:27:30;2;1;1
2002;444.0;6.0;25.3;100359.59;23.05;24.21;35.0;23.1;0.0;2025-08-22 11:27:44;2;1;1
2003;441.0;6.0;25.27;100360.39;23.05;24.19;35.0;23.0;4.23;2025-08-22 11:27:51;2;1;1
2004;452.0;7.0;25.27;100360.39;23.17;24.19;35.0;23.0;1.99;2025-08-22 11:28:01;2;1;1
2005;460.0;9.0;25.28;100360.5;23.27;24.21;35.0;23.0;6.69;2025-08-22 11:28:11;2;1;1
2006;444.0;6.0;25.28;100358.61;23.29;24.23;35.0;23.0;3.15;2025-08-22 11:28:21;2;1;1
2007;460.0;9.0;25.29;100358.69;23.11;24.15;35.0;23.0;4.19;2025-08-22 11:28:31;2;1;1
2008;447.0;7.0;25.28;100357.27;23.15;24.21;35.0;22.9;8.69;2025-08-22 11:28:41;2;1;1
2009;444.0;6.0;25.23;100352.86;22.93;24.21;35.0;22.8;7.8;2025-08-22 11:28:51;2;1;1
2010;435.0;5.0;25.19;100358.65;22.87;24.13;36.0;23.0;0.0;2025-08-22 11:29:01;1;1;1
2011;435.0;5.0;25.2;100357.56;22.89;24.15;35.0;22.9;0.0;2025-08-22 11:29:13;1;1;1
2012;428.0;4.0;25.22;100361.17;22.93;24.15;36.0;23.0;0.0;2025-08-22 11:29:21;1;1;1
2013;423.0;3.0;25.23;100360.86;22.87;24.15;35.0;22.8;1.35;2025-08-22 11:29:31;1;1;1
2014;426.0;3.0;25.25;100359.2;22.77;24.15;35.0;22.8;5.64;2025-08-22 11:29:41;1;1;1
2015;424.0;3.0;25.24;100362.29;22.77;24.11;35.0;22.9;2.88;2025-08-22 11:29:51;1;1;1
2016;424.0;3.0;25.21;100358.44;22.77;24.11;36.0;22.9;0.0;2025-08-22 11:30:01;1;1;1
2017;421.0;3.0;25.19;100357.31;22.81;24.11;35.0;22.9;0.0;2025-08-22 11:30:15;1;1;1
2018;408.0;1.0;25.19;100357.88;22.77;24.05;36.0;22.9;0.0;2025-08-22 11:30:21;1;1;1
2019;436.0;5.0;25.2;100359.42;22.81;24.07;36.0;22.8;1.11;2025-08-22 11:30:31;1;1;1
2020;407.0;1.0;25.18;100361.13;22.77;24.05;36.0;22.8;7.99;2025-08-22 11:30:41;1;1;1
2021;407.0;1.0;25.18;100359.66;22.71;24.03;36.0;22.8;8.24;2025-08-22 11:30:51;1;1;1
2022;413.0;1.0;25.13;100360.82;22.75;24.03;36.0;22.7;5.75;2025-08-22 11:31:01;1;1;1
2023;413.0;1.0;25.11;100359.03;22.75;24.01;36.0;22.7;9.04;2025-08-22 11:31:16;1;1;1
2024;416.0;2.0;25.1;100358.72;22.77;23.99;36.0;22.7;2.81;2025-08-22 11:31:21;1;1;1
2025;424.0;3.0;25.1;100357.49;22.81;23.99;36.0;22.7;4.36;2025-08-22 11:31:31;1;1;1
2026;414.0;2.0;25.12;100360.58;22.87;23.95;36.0;22.5;5.54;2025-08-22 11:31:41;1;1;1
2027;414.0;2.0;25.14;100360.36;22.87;24.01;36.0;22.7;2.27;2025-08-22 11:31:51;1;1;1
2028;411.0;1.0;25.15;100360.58;22.89;24.01;36.0;22.7;1.77;2025-08-22 11:32:01;1;1;1
2029;402.0;0.0;25.18;100359.8;22.83;24.01;36.0;22.7;3.2;2025-08-22 11:32:21;1;1;1
2030;415.0;2.0;25.2;100361.42;22.93;24.05;36.0;22.4;3.78;2025-08-22 11:32:21;1;1;1
2031;415.0;2.0;25.2;100360.09;22.89;24.09;36.0;22.5;7.02;2025-08-22 11:32:31;1;1;1
2032;411.0;1.0;25.2;100360.89;22.87;24.09;36.0;22.5;8.83;2025-08-22 11:32:41;1;1;1
2033;418.0;2.0;25.21;100360.99;22.87;24.09;36.0;22.4;7.49;2025-08-22 11:32:54;1;1;1
2034;416.0;2.0;25.21;100359.0;22.87;24.09;36.0;22.4;2.11;2025-08-22 11:33:01;1;1;1
2035;416.0;2.0;25.2;100360.89;22.83;24.07;36.0;22.8;0.08;2025-08-22 11:33:13;1;1;1
2036;422.0;3.0;25.2;100359.42;22.83;24.13;36.0;22.3;4.03;2025-08-22 11:33:21;1;1;1
2037;416.0;2.0;25.2;100358.75;22.81;24.11;36.0;22.7;3.25;2025-08-22 11:33:32;1;1;1
2038;421.0;3.0;25.19;100354.55;22.89;24.07;36.0;22.8;0.0;2025-08-22 11:33:45;1;1;1
2039;421.0;3.0;25.18;100359.0;23.09;24.09;36.0;22.8;9.97;2025-08-22 11:33:52;2;1;1
2040;432.0;4.0;25.17;100357.56;23.17;24.07;36.0;22.7;8.94;2025-08-22 11:34:02;2;1;1
2041;427.0;4.0;25.19;100358.65;23.23;24.05;36.0;22.3;9.26;2025-08-22 11:34:12;2;1;1
